Time(sec)	Force(kgf)	LGauge(mm)	Strain	Stress(MPa)	Stroke(mm)	TC3(C)	PTemp
520.39154	-33.503	-8.4979	-0.83592	-1.8146	-10.845	370.66	0
520.49154	-33.434	-8.4978	-0.83592	-1.8134	-10.846	370.02	0
520.59154	-33.511	-8.4979	-0.83593	-1.8141	-10.847	369.4	0
520.69154	-33.497	-8.4979	-0.83594	-1.8134	-10.847	368.73	0
520.79154	-33.5	-8.4978	-0.83592	-1.815	-10.847	368.08	0
520.89154	-33.599	-8.4979	-0.83593	-1.8203	-10.848	367.42	0
520.99154	-33.431	-8.4978	-0.83592	-1.8092	-10.846	366.81	0
521.09154	-33.37	-8.4979	-0.83594	-1.8058	-10.848	366.06	0
521.19154	-33.404	-8.4978	-0.83593	-1.8083	-10.846	365.58	0
521.29154	-33.474	-8.4979	-0.83594	-1.8157	-10.846	364.88	0
521.39154	-33.274	-8.4979	-0.83593	-1.8028	-10.847	364.28	0
521.49154	-33.394	-8.4979	-0.83594	-1.807	-10.846	363.67	0
521.59154	-33.397	-8.4979	-0.83594	-1.807	-10.845	362.93	0
521.69154	-33.311	-8.498	-0.83594	-1.8036	-10.847	362.32	0
521.79154	-33.223	-8.4981	-0.83596	-1.8023	-10.847	361.67	0
521.89154	-33.187	-8.498	-0.83595	-1.8001	-10.846	361.17	0
521.99154	-33.381	-8.4981	-0.83595	-1.8048	-10.846	360.52	0
522.09154	-33.147	-8.498	-0.83595	-1.7944	-10.845	359.93	0
522.19154	-33.152	-8.4981	-0.83596	-1.7951	-10.847	359.31	0
522.29154	-33.249	-8.498	-0.83595	-1.7983	-10.846	358.8	0
522.39154	-33.078	-8.4981	-0.83595	-1.7927	-10.849	358.08	0
522.49154	-32.918	-8.498	-0.83595	-1.7837	-10.849	357.46	0
522.59154	-33.14	-8.498	-0.83596	-1.7961	-10.846	356.96	0
522.69154	-33.163	-8.4979	-0.83593	-1.7939	-10.848	356.39	0
522.79154	-32.967	-8.498	-0.83595	-1.7857	-10.848	355.65	0
522.89154	-32.986	-8.498	-0.83595	-1.7873	-10.846	355.04	0
522.99154	-33.173	-8.4979	-0.83593	-1.7947	-10.847	354.42	0
523.09154	-32.839	-8.4981	-0.83596	-1.7774	-10.844	353.89	0
523.19154	-32.805	-8.498	-0.83595	-1.7791	-10.846	353.19	0
523.29154	-32.882	-8.498	-0.83596	-1.782	-10.844	352.73	0
523.39154	-32.992	-8.4979	-0.83593	-1.7881	-10.846	352.09	0
523.49154	-32.948	-8.4981	-0.83596	-1.7838	-10.846	351.52	0
523.59154	-32.878	-8.498	-0.83593	-1.7753	-10.847	350.96	0
523.69154	-32.948	-8.4981	-0.83596	-1.7827	-10.849	350.22	0
523.79154	-32.717	-8.498	-0.83596	-1.7685	-10.845	349.69	0
523.89154	-32.708	-8.4981	-0.83596	-1.7689	-10.844	348.99	0
523.99154	-32.713	-8.4981	-0.83596	-1.7698	-10.844	348.4	0
524.09154	-32.602	-8.4981	-0.83596	-1.7625	-10.848	347.69	0
524.19154	-32.668	-8.4982	-0.83598	-1.764	-10.844	347.18	0
524.29154	-32.739	-8.4981	-0.83596	-1.7731	-10.846	346.56	0
524.39154	-32.662	-8.4982	-0.83598	-1.7664	-10.845	346.09	0
524.49154	-32.801	-8.4981	-0.83598	-1.7754	-10.846	345.56	0
524.59154	-32.826	-8.4982	-0.83598	-1.775	-10.847	344.93	0
524.69154	-32.794	-8.4981	-0.83595	-1.7753	-10.847	344.37	0
524.79154	-32.728	-8.4982	-0.83598	-1.7687	-10.846	343.75	0
524.89154	-32.639	-8.4981	-0.83597	-1.7685	-10.847	343.16	0
524.99154	-32.497	-8.4981	-0.83598	-1.7604	-10.848	342.75	0
525.09154	-32.556	-8.4981	-0.83597	-1.7663	-10.845	342	0
525.19154	-32.474	-8.4982	-0.83597	-1.7587	-10.845	341.52	0
525.29154	-32.572	-8.4982	-0.83598	-1.7622	-10.843	340.89	0
525.39154	-32.512	-8.4982	-0.83596	-1.7619	-10.847	340.37	0
525.49154	-32.294	-8.4982	-0.83598	-1.7501	-10.847	339.82	0
525.59154	-32.385	-8.4981	-0.83597	-1.7529	-10.845	339.29	0
525.69154	-32.291	-8.4982	-0.83598	-1.7515	-10.847	338.68	0
525.79154	-32.585	-8.4982	-0.83598	-1.7658	-10.844	338.09	0
525.89154	-32.432	-8.4982	-0.83597	-1.7583	-10.846	337.45	0
525.99154	-32.406	-8.4982	-0.83596	-1.7548	-10.846	337.05	0
526.09154	-32.485	-8.4982	-0.83598	-1.7591	-10.843	336.49	0
526.19154	-32.36	-8.4982	-0.83596	-1.7483	-10.846	335.94	0
526.29154	-32.422	-8.4983	-0.83598	-1.758	-10.846	335.35	0
526.39154	-32.209	-8.4983	-0.83597	-1.7445	-10.846	334.66	0
526.49154	-32.414	-8.4983	-0.83598	-1.7567	-10.846	334.14	0
526.59154	-32.357	-8.4983	-0.83599	-1.7504	-10.847	333.72	0
526.69154	-32.317	-8.4983	-0.83599	-1.7484	-10.846	333.04	0
526.79154	-32.261	-8.4984	-0.836	-1.7489	-10.846	332.47	0
526.89154	-32.227	-8.4984	-0.836	-1.7438	-10.849	332.09	0
526.99154	-32.146	-8.4984	-0.83601	-1.7398	-10.844	331.55	0
527.09154	-32.19	-8.4982	-0.83597	-1.7466	-10.845	331.07	0
527.19154	-32.474	-8.4983	-0.83599	-1.7567	-10.844	330.39	0
527.29154	-32.254	-8.4982	-0.83597	-1.742	-10.845	329.88	0
527.39154	-32.196	-8.4983	-0.83599	-1.7436	-10.845	329.4	0
527.49154	-32.148	-8.4983	-0.83598	-1.7359	-10.847	328.85	0
527.59154	-32.197	-8.4983	-0.83598	-1.7385	-10.846	328.38	0
527.69154	-32.021	-8.4984	-0.83599	-1.7337	-10.845	327.79	0
527.79154	-32.037	-8.4984	-0.83599	-1.7348	-10.846	327.17	0
527.89154	-32.189	-8.4984	-0.836	-1.7429	-10.846	326.65	0
527.99154	-32.132	-8.4983	-0.83599	-1.7379	-10.846	326.11	0
528.09154	-32.083	-8.4984	-0.83601	-1.7369	-10.846	325.56	0
528.19154	-32.137	-8.4984	-0.836	-1.7388	-10.846	324.91	0
528.29154	-32.274	-8.4984	-0.83601	-1.7454	-10.846	324.37	0
528.39154	-31.969	-8.4983	-0.83599	-1.7331	-10.844	324.05	0
528.49154	-31.987	-8.4984	-0.83601	-1.7281	-10.843	323.57	0
528.59154	-32.135	-8.4984	-0.836	-1.7377	-10.844	323.07	0
528.69154	-32.088	-8.4984	-0.836	-1.7369	-10.847	322.53	0
528.79154	-31.964	-8.4984	-0.83599	-1.7314	-10.847	321.98	0
528.89154	-31.94	-8.4984	-0.836	-1.73	-10.845	321.57	0
528.99154	-31.756	-8.4984	-0.83601	-1.718	-10.847	321.01	0
529.09154	-31.902	-8.4984	-0.836	-1.7246	-10.847	320.4	0
529.19154	-31.762	-8.4984	-0.83601	-1.7205	-10.846	319.78	0
529.29154	-31.871	-8.4983	-0.83599	-1.7267	-10.846	319.38	0
529.39154	-31.848	-8.4985	-0.83601	-1.7251	-10.844	318.84	0
529.49154	-31.83	-8.4983	-0.836	-1.7231	-10.845	318.36	0
529.59154	-31.937	-8.4985	-0.83603	-1.7291	-10.845	317.83	0
529.69154	-31.824	-8.4984	-0.83601	-1.7216	-10.846	317.28	0
529.79154	-31.691	-8.4984	-0.83601	-1.7154	-10.848	316.91	0
529.89154	-31.551	-8.4983	-0.83598	-1.7071	-10.843	316.32	0
529.99154	-31.824	-8.4984	-0.836	-1.7223	-10.845	315.77	0
530.09154	-31.409	-8.4984	-0.836	-1.7026	-10.847	315.22	0
530.19154	-31.501	-8.4984	-0.836	-1.7039	-10.847	314.7	0
530.29154	-31.638	-8.4984	-0.836	-1.7118	-10.846	314.17	0
530.39154	-31.795	-8.4985	-0.83601	-1.7161	-10.845	313.58	0
530.49153	-31.594	-8.4984	-0.83601	-1.7113	-10.845	313.07	0
530.59153	-31.515	-8.4984	-0.836	-1.705	-10.844	312.7	0
530.69153	-31.748	-8.4985	-0.83601	-1.715	-10.847	312.05	0
530.79153	-31.539	-8.4984	-0.836	-1.7049	-10.847	311.64	0
530.89153	-31.292	-8.4986	-0.83603	-1.6998	-10.847	311.1	0
530.99153	-31.476	-8.4985	-0.83601	-1.7037	-10.845	310.59	0
531.09153	-31.471	-8.4985	-0.83603	-1.7018	-10.844	310.11	0
531.19153	-31.473	-8.4984	-0.836	-1.7019	-10.848	309.58	0
531.29153	-31.104	-8.4985	-0.83601	-1.6839	-10.846	309.2	0
531.39153	-31.434	-8.4985	-0.83602	-1.7019	-10.846	308.61	0
531.49153	-31.241	-8.4985	-0.83602	-1.6867	-10.846	308.13	0
531.59153	-31.177	-8.4985	-0.83601	-1.6853	-10.845	307.5	0
531.69153	-31.167	-8.4985	-0.836	-1.6845	-10.847	307.08	0
531.79153	-31.517	-8.4986	-0.83604	-1.7023	-10.844	306.48	0
531.89153	-31.276	-8.4985	-0.83602	-1.693	-10.844	305.92	0
531.99153	-31.033	-8.4986	-0.83603	-1.68	-10.845	305.57	0
532.09153	-31.431	-8.4985	-0.83601	-1.7024	-10.846	305.14	0
532.19153	-31.306	-8.4986	-0.83603	-1.6947	-10.845	304.71	0
532.29153	-31.117	-8.4984	-0.83601	-1.6833	-10.845	304.1	0
532.39153	-31.217	-8.4986	-0.83602	-1.6935	-10.846	303.61	0
532.49153	-30.967	-8.4985	-0.83601	-1.6786	-10.845	303.27	0
532.59153	-31.072	-8.4986	-0.83603	-1.6822	-10.845	302.71	0
532.69153	-31.037	-8.4986	-0.83602	-1.6791	-10.846	302.27	0
532.79153	-31.033	-8.4986	-0.83602	-1.6826	-10.845	301.75	0
532.89153	-30.988	-8.4985	-0.83602	-1.6779	-10.847	300.91	0
532.99153	-30.949	-8.4985	-0.83601	-1.6732	-10.847	300.56	0
533.09153	-30.963	-8.4986	-0.83603	-1.6767	-10.846	300.31	0
533.19153	-31.262	-8.4986	-0.83603	-1.6926	-10.844	299.82	0
533.29153	-30.8	-8.4986	-0.83603	-1.6697	-10.846	299.33	0
533.39153	-31.072	-8.4986	-0.83602	-1.6812	-10.845	299	0
533.49153	-30.976	-8.4986	-0.83603	-1.6807	-10.845	298.45	0
533.59153	-30.952	-8.4985	-0.83602	-1.6755	-10.845	297.95	0
533.69153	-30.912	-8.4986	-0.83603	-1.6733	-10.848	297.49	0
533.79153	-30.796	-8.4985	-0.83602	-1.6696	-10.846	297.16	0
533.89153	-31.015	-8.4985	-0.83602	-1.6765	-10.847	296.53	0
533.99153	-30.769	-8.4985	-0.83602	-1.6639	-10.845	296.09	0
534.09153	-30.676	-8.4986	-0.83602	-1.6615	-10.846	295.61	0
534.19153	-30.858	-8.4985	-0.83601	-1.6708	-10.844	295.18	0
534.29153	-30.716	-8.4986	-0.83603	-1.663	-10.846	294.81	0
534.39153	-30.837	-8.4986	-0.83603	-1.6654	-10.844	294.2	0
534.49153	-30.892	-8.4986	-0.83603	-1.6743	-10.844	293.83	0
534.59153	-30.932	-8.4987	-0.83604	-1.6692	-10.844	293.33	0
534.69153	-30.717	-8.4987	-0.83603	-1.6676	-10.845	292.77	0
534.79153	-30.557	-8.4987	-0.83603	-1.656	-10.847	292.44	0
534.89153	-30.616	-8.4987	-0.83604	-1.6626	-10.846	291.97	0
534.99153	-30.598	-8.4988	-0.83605	-1.6572	-10.846	291.4	0
535.09153	-30.673	-8.4986	-0.83603	-1.6598	-10.845	290.96	0
535.19153	-30.666	-8.4988	-0.83607	-1.6594	-10.843	290.59	0
535.29153	-30.624	-8.4986	-0.83603	-1.6557	-10.846	290.19	0
535.39153	-30.63	-8.4987	-0.83605	-1.6569	-10.844	289.71	0
535.49153	-30.68	-8.4987	-0.83603	-1.6547	-10.843	289.22	0
535.59153	-30.535	-8.4987	-0.83605	-1.6558	-10.843	288.77	0
535.69153	-30.45	-8.4987	-0.83605	-1.6477	-10.843	288.39	0
535.79153	-30.544	-8.4987	-0.83604	-1.6496	-10.844	288	0
535.89153	-30.512	-8.4987	-0.83605	-1.6537	-10.844	287.59	0
535.99153	-30.51	-8.4987	-0.83604	-1.6522	-10.845	287.13	0
536.09153	-30.426	-8.4988	-0.83605	-1.6489	-10.844	286.68	0
536.19153	-30.46	-8.4987	-0.83604	-1.6485	-10.843	286.19	0
536.29153	-30.561	-8.4987	-0.83604	-1.6519	-10.846	285.67	0
536.39153	-30.484	-8.4987	-0.83602	-1.645	-10.844	285.12	0
536.49153	-30.467	-8.4987	-0.83604	-1.6502	-10.845	284.66	0
536.59153	-30.328	-8.4987	-0.83604	-1.646	-10.844	284.25	0
536.69153	-30.636	-8.4987	-0.83605	-1.6547	-10.844	283.89	0
536.79153	-30.347	-8.4987	-0.83605	-1.6395	-10.845	283.44	0
536.89153	-30.389	-8.4987	-0.83605	-1.6435	-10.845	283.01	0
536.99153	-30.42	-8.4987	-0.83605	-1.6435	-10.848	282.63	0
537.09153	-30.338	-8.4987	-0.83605	-1.6407	-10.844	282.21	0
537.19153	-30.209	-8.4988	-0.83606	-1.6342	-10.844	281.88	0
537.29153	-30.06	-8.4987	-0.83604	-1.6307	-10.844	281.42	0
537.39153	-30.269	-8.4988	-0.83605	-1.6374	-10.844	280.88	0
537.49153	-29.876	-8.4987	-0.83605	-1.6204	-10.844	280.51	0
537.59153	-29.988	-8.4989	-0.83608	-1.6205	-10.844	280.01	0
537.69153	-29.949	-8.4987	-0.83605	-1.6216	-10.843	279.46	0
537.79153	-30.077	-8.4988	-0.83606	-1.6264	-10.843	279.1	0
537.89153	-30.112	-8.4988	-0.83606	-1.6322	-10.844	278.84	0
537.99153	-30.091	-8.4988	-0.83606	-1.6368	-10.846	278.33	0
538.09153	-30.164	-8.4988	-0.83607	-1.6319	-10.845	277.94	0
538.19153	-30.098	-8.4988	-0.83606	-1.6316	-10.845	277.52	0
538.29153	-29.97	-8.4989	-0.83608	-1.6242	-10.846	277.01	0
538.39153	-30.119	-8.4987	-0.83606	-1.6302	-10.846	276.78	0
538.49153	-29.996	-8.4989	-0.83608	-1.6261	-10.846	276.14	0
538.59153	-29.92	-8.4988	-0.83606	-1.6176	-10.845	275.72	0
538.69153	-29.906	-8.4989	-0.83608	-1.6236	-10.844	275.35	0
538.79153	-30.073	-8.4989	-0.83607	-1.6213	-10.842	274.9	0
538.89153	-29.854	-8.4989	-0.83607	-1.6166	-10.845	274.49	0
538.99153	-29.706	-8.4988	-0.83608	-1.6081	-10.845	274.03	0
539.09153	-29.954	-8.4989	-0.83607	-1.6235	-10.842	273.83	0
539.19153	-29.812	-8.4988	-0.83606	-1.6123	-10.844	273.38	0
539.29153	-29.881	-8.4988	-0.83606	-1.614	-10.846	272.92	0
539.39153	-29.814	-8.4989	-0.83608	-1.6135	-10.844	272.54	0
539.49153	-29.843	-8.4989	-0.83607	-1.6171	-10.844	272.01	0
539.59153	-29.894	-8.499	-0.83609	-1.6149	-10.844	271.81	0
539.69153	-29.669	-8.4989	-0.83608	-1.6071	-10.846	271.3	0
539.79153	-29.928	-8.499	-0.8361	-1.6169	-10.844	270.85	0
539.89153	-29.95	-8.4989	-0.83608	-1.6214	-10.843	270.49	0
539.99153	-29.838	-8.499	-0.8361	-1.6151	-10.845	270.05	0
540.09153	-29.827	-8.4989	-0.83608	-1.6132	-10.845	269.64	0
540.19153	-29.821	-8.499	-0.83608	-1.614	-10.844	269.23	0
540.29153	-29.622	-8.499	-0.83608	-1.606	-10.846	268.76	0
540.39153	-29.523	-8.4991	-0.8361	-1.5944	-10.845	268.29	0
540.49153	-29.756	-8.4994	-0.83617	-1.6111	-10.844	268	0
540.59153	-29.656	-8.4995	-0.83617	-1.604	-10.845	267.38	0
540.69153	-29.699	-8.4995	-0.83619	-1.6056	-10.844	267.12	0
540.79153	-29.642	-8.4995	-0.83617	-1.605	-10.847	266.75	0
540.89153	-29.735	-8.4997	-0.83621	-1.6071	-10.843	266.26	0
540.99152	-29.596	-8.4996	-0.83618	-1.5994	-10.844	266.05	0
541.09152	-29.448	-8.4997	-0.8362	-1.5945	-10.842	265.57	0
541.19152	-29.612	-8.4996	-0.83619	-1.6017	-10.846	265.18	0
541.29152	-29.506	-8.4996	-0.8362	-1.5967	-10.845	264.77	0
541.39152	-29.384	-8.4997	-0.83621	-1.5885	-10.844	264.43	0
541.49152	-29.415	-8.4996	-0.83619	-1.5974	-10.844	264	0
541.59152	-29.29	-8.4996	-0.83619	-1.5848	-10.844	263.65	0
541.69152	-29.297	-8.4996	-0.83619	-1.5853	-10.843	263.28	0
541.79152	-29.388	-8.4997	-0.8362	-1.5901	-10.843	262.84	0
541.89152	-29.463	-8.4996	-0.83619	-1.5928	-10.844	262.47	0
541.99152	-29.302	-8.4997	-0.8362	-1.585	-10.845	262.03	0
542.09152	-29.286	-8.4997	-0.83619	-1.5869	-10.843	261.64	0
542.19152	-29.341	-8.4997	-0.8362	-1.5863	-10.844	261.23	0
542.29152	-29.282	-8.4996	-0.83618	-1.5843	-10.846	260.78	0
542.39152	-29.313	-8.4997	-0.83621	-1.5883	-10.844	260.54	0
542.49152	-29.097	-8.4996	-0.8362	-1.5732	-10.844	260.12	0
542.59152	-29.212	-8.4998	-0.83621	-1.5819	-10.844	259.62	0
542.69152	-29.144	-8.4997	-0.83621	-1.5779	-10.843	259.17	0
542.79152	-29.237	-8.4998	-0.83622	-1.5785	-10.845	258.9	0
542.89152	-28.968	-8.4998	-0.83621	-1.5684	-10.844	258.41	0
542.99152	-29.11	-8.4998	-0.83622	-1.5728	-10.844	258.17	0
543.09152	-29.067	-8.4998	-0.83621	-1.5742	-10.845	257.64	0
543.19152	-29.056	-8.4998	-0.83623	-1.5739	-10.845	257.26	0
543.29152	-29.165	-8.4999	-0.83623	-1.5786	-10.844	256.93	0
543.39152	-29.018	-8.4998	-0.83622	-1.5712	-10.845	256.61	0
543.49152	-29.038	-8.4999	-0.83624	-1.5729	-10.844	256.1	0
543.59152	-28.922	-8.4999	-0.83622	-1.5706	-10.842	255.8	0
543.69152	-29.168	-8.4999	-0.83624	-1.5794	-10.845	255.42	0
543.79152	-29.074	-8.4999	-0.83623	-1.5765	-10.845	255.04	0
543.89152	-28.83	-8.5	-0.83624	-1.5592	-10.846	254.67	0
543.99152	-28.978	-8.4999	-0.83624	-1.5726	-10.846	254.33	0
544.09152	-28.904	-8.5	-0.83624	-1.5645	-10.845	254.01	0
544.19152	-29.058	-8.4999	-0.83624	-1.5726	-10.844	253.5	0
544.29152	-28.849	-8.5	-0.83625	-1.5649	-10.845	253.1	0
544.39152	-28.688	-8.5	-0.83623	-1.5483	-10.844	252.86	0
544.49152	-28.638	-8.4999	-0.83624	-1.5506	-10.842	252.47	0
544.59152	-28.66	-8.5	-0.83625	-1.5481	-10.842	252.09	0
544.69152	-28.644	-8.5	-0.83626	-1.5497	-10.844	251.73	0
544.79152	-28.503	-8.5	-0.83625	-1.5401	-10.844	251.21	0
544.89152	-28.589	-8.4999	-0.83623	-1.5478	-10.845	250.91	0
544.99152	-28.633	-8.5	-0.83625	-1.555	-10.844	250.56	0
545.09152	-28.583	-8.4999	-0.83624	-1.5466	-10.846	250.16	0
545.19152	-28.547	-8.5001	-0.83626	-1.5447	-10.844	249.81	0
545.29152	-28.273	-8.5	-0.83624	-1.53	-10.845	249.58	0
545.39152	-28.592	-8.5	-0.83626	-1.5483	-10.843	249.1	0
545.49152	-28.401	-8.4999	-0.83625	-1.5344	-10.842	248.75	0
545.59152	-28.349	-8.5	-0.83625	-1.5295	-10.844	248.4	0
545.69152	-28.412	-8.5001	-0.83627	-1.5424	-10.846	248.1	0
545.79152	-28.441	-8.5001	-0.83626	-1.5353	-10.844	247.57	0
545.89152	-28.363	-8.5001	-0.83627	-1.5361	-10.843	247.17	0
545.99152	-28.164	-8.5001	-0.83626	-1.5245	-10.846	246.76	0
546.09152	-28.235	-8.5001	-0.83626	-1.5307	-10.843	246.55	0
546.19152	-28.27	-8.5	-0.83625	-1.5291	-10.844	246.3	0
546.29152	-28.404	-8.5001	-0.83627	-1.5364	-10.845	245.87	0
546.39152	-28.265	-8.5	-0.83625	-1.5309	-10.844	245.46	0
546.49152	-28.378	-8.5001	-0.83627	-1.5315	-10.843	245.04	0
546.59152	-28.133	-8.5	-0.83625	-1.528	-10.845	244.73	0
546.69152	-28.283	-8.5001	-0.83626	-1.5304	-10.844	244.26	0
546.79152	-28.229	-8.5	-0.83626	-1.5325	-10.844	244.04	0
546.89152	-28.148	-8.5	-0.83626	-1.5203	-10.845	243.58	0
546.99152	-28.045	-8.5	-0.83625	-1.5215	-10.844	243.25	0
547.09152	-28.057	-8.5001	-0.83627	-1.5209	-10.843	242.78	0
547.19152	-28.23	-8.5001	-0.83628	-1.5237	-10.844	242.47	0
547.29152	-27.983	-8.5001	-0.83627	-1.5159	-10.845	242.31	0
547.39152	-27.959	-8.5001	-0.83628	-1.5176	-10.843	241.85	0
547.49152	-28.044	-8.5	-0.83625	-1.52	-10.844	241.63	0
547.59152	-28.054	-8.5002	-0.83628	-1.5167	-10.843	241.33	0
547.69152	-28.009	-8.5001	-0.83626	-1.5142	-10.843	240.85	0
547.79152	-27.955	-8.5002	-0.83627	-1.5137	-10.844	240.25	0
547.89152	-28.155	-8.5001	-0.83626	-1.5229	-10.842	239.85	0
547.99152	-27.829	-8.5002	-0.83629	-1.5057	-10.844	239.63	0
548.09152	-27.799	-8.5001	-0.83627	-1.5053	-10.843	239.16	0
548.19152	-28.009	-8.5002	-0.83627	-1.5163	-10.843	238.8	0
548.29152	-28.032	-8.5001	-0.83628	-1.5176	-10.843	238.46	0
548.39152	-27.944	-8.5001	-0.83627	-1.5106	-10.844	238.25	0
548.49152	-27.782	-8.5002	-0.8363	-1.5121	-10.842	237.74	0
548.59152	-27.797	-8.5001	-0.83627	-1.504	-10.841	237.33	0
548.69152	-27.992	-8.5002	-0.83628	-1.5168	-10.843	236.94	0
548.79152	-27.861	-8.5001	-0.83627	-1.5093	-10.844	236.64	0
548.89152	-27.81	-8.5002	-0.83629	-1.508	-10.843	236.24	0
548.99152	-27.686	-8.5001	-0.83626	-1.5005	-10.844	236	0
549.09152	-27.811	-8.5002	-0.83628	-1.5071	-10.844	235.62	0
549.19152	-27.738	-8.5002	-0.83627	-1.5026	-10.843	235.35	0
549.29152	-27.771	-8.5002	-0.83629	-1.4976	-10.842	234.91	0
549.39152	-27.794	-8.5002	-0.83628	-1.5044	-10.845	234.4	0
549.49152	-27.813	-8.5003	-0.83628	-1.5041	-10.844	234.11	0
549.59152	-27.916	-8.5003	-0.8363	-1.5135	-10.843	233.85	0
549.69152	-27.702	-8.5002	-0.83629	-1.5006	-10.841	233.54	0
549.79152	-27.814	-8.5003	-0.8363	-1.5017	-10.842	233.12	0
549.89152	-27.837	-8.5002	-0.83629	-1.5109	-10.843	232.7	0
549.99152	-27.803	-8.5003	-0.8363	-1.5052	-10.843	232.38	0
550.09152	-27.465	-8.5002	-0.83629	-1.4907	-10.843	231.92	0
550.19152	-27.461	-8.5003	-0.83629	-1.4879	-10.845	231.56	0
550.29152	-27.767	-8.5002	-0.83628	-1.5037	-10.844	231.19	0
550.39152	-27.844	-8.5002	-0.83629	-1.5053	-10.841	230.97	0
550.49152	-27.866	-8.5003	-0.8363	-1.5068	-10.843	230.56	0
550.59152	-27.807	-8.5003	-0.83631	-1.5058	-10.842	230.33	0
550.69152	-27.612	-8.5003	-0.83631	-1.4921	-10.844	229.92	0
550.79152	-27.681	-8.5003	-0.83631	-1.5003	-10.845	229.53	0
550.89152	-27.467	-8.5005	-0.83633	-1.4852	-10.843	229.09	0
550.99152	-27.891	-8.5004	-0.83632	-1.5106	-10.843	228.89	0
551.09152	-27.687	-8.5005	-0.83634	-1.497	-10.844	228.58	0
551.19152	-27.639	-8.5005	-0.83634	-1.4919	-10.843	228.13	0
551.29152	-27.639	-8.5007	-0.83636	-1.4931	-10.844	227.79	0
551.39152	-27.674	-8.5007	-0.83636	-1.4981	-10.842	227.42	0
551.49151	-27.615	-8.5008	-0.83638	-1.4929	-10.843	227.1	0
551.59151	-27.601	-8.5008	-0.83637	-1.4898	-10.842	226.72	0
551.69151	-27.613	-8.5009	-0.83639	-1.4951	-10.843	226.31	0
551.79151	-27.416	-8.501	-0.83641	-1.4842	-10.845	226.06	0
551.89151	-27.401	-8.501	-0.8364	-1.4809	-10.843	225.64	0
551.99151	-27.685	-8.5011	-0.83642	-1.4989	-10.845	225.39	0
552.09151	-27.533	-8.5011	-0.83642	-1.4891	-10.843	225.06	0
552.19151	-27.527	-8.5013	-0.83645	-1.4911	-10.843	224.72	0
552.29151	-27.452	-8.5012	-0.83643	-1.4849	-10.843	224.36	0
552.39151	-27.42	-8.5013	-0.83646	-1.4832	-10.844	224.02	0
552.49151	-27.246	-8.5013	-0.83645	-1.4755	-10.842	223.67	0
552.59151	-27.226	-8.5014	-0.83647	-1.475	-10.843	223.32	0
552.69151	-27.205	-8.5014	-0.83647	-1.4758	-10.844	223.02	0
552.79151	-27.533	-8.5015	-0.83648	-1.4879	-10.843	222.7	0
552.89151	-27.379	-8.5016	-0.8365	-1.4795	-10.842	222.41	0
552.99151	-27.182	-8.5015	-0.83649	-1.4675	-10.842	221.89	0
553.09151	-27.59	-8.5016	-0.83649	-1.4916	-10.843	221.51	0
553.19151	-27.259	-8.5016	-0.83649	-1.4729	-10.845	221.27	0
553.29151	-27.18	-8.5017	-0.8365	-1.4736	-10.843	220.96	0
553.39151	-27.209	-8.5017	-0.8365	-1.4752	-10.843	220.53	0
553.49151	-27.496	-8.5018	-0.83652	-1.4862	-10.843	220.14	0
553.59151	-27.313	-8.5018	-0.83652	-1.4794	-10.844	219.82	0
553.69151	-27.162	-8.5019	-0.83653	-1.4683	-10.842	219.62	0
553.79151	-27.127	-8.5018	-0.83652	-1.4678	-10.841	219.22	0
553.89151	-27.233	-8.5019	-0.83654	-1.4673	-10.843	218.97	0
553.99151	-27.022	-8.5019	-0.83653	-1.464	-10.842	218.48	0
554.09151	-27.076	-8.502	-0.83654	-1.4703	-10.841	218.04	0
554.19151	-27.225	-8.5021	-0.83657	-1.4731	-10.845	217.91	0
554.29151	-27.053	-8.502	-0.83656	-1.4637	-10.844	217.65	0
554.39151	-26.997	-8.5022	-0.83657	-1.4612	-10.842	217.38	0
554.49151	-27.021	-8.5021	-0.83656	-1.4614	-10.843	217.03	0
554.59151	-26.844	-8.5022	-0.83658	-1.4531	-10.844	216.52	0
554.69151	-26.99	-8.5022	-0.83658	-1.4579	-10.841	216.27	0
554.79151	-27.138	-8.5024	-0.83659	-1.467	-10.842	216.05	0
554.89151	-27.325	-8.5024	-0.8366	-1.4721	-10.842	215.74	0
554.99151	-27.008	-8.5024	-0.83662	-1.4587	-10.843	215.35	0
555.09151	-26.999	-8.5025	-0.83663	-1.4614	-10.843	214.89	0
555.19151	-27.128	-8.5025	-0.83662	-1.4695	-10.842	214.68	0
555.29151	-27.13	-8.5025	-0.83662	-1.4673	-10.843	214.39	0
555.39151	-26.81	-8.5024	-0.83662	-1.4474	-10.842	214.05	0
555.49151	-26.721	-8.5026	-0.83664	-1.446	-10.843	213.92	0
555.59151	-26.912	-8.5026	-0.83664	-1.4522	-10.841	213.47	0
555.69151	-26.776	-8.5027	-0.83666	-1.441	-10.844	213.03	0
555.79151	-26.779	-8.5026	-0.83664	-1.4468	-10.844	212.75	0
555.89151	-26.837	-8.5028	-0.83667	-1.455	-10.843	212.41	0
555.99151	-26.851	-8.5027	-0.83667	-1.4525	-10.845	212.03	0
556.09151	-26.426	-8.5029	-0.83668	-1.4325	-10.845	211.84	0
556.19151	-26.716	-8.5029	-0.8367	-1.447	-10.845	211.56	0
556.29151	-26.93	-8.5028	-0.83668	-1.455	-10.845	210.95	0
